response_id,timestamp,age,gender,location,occupation,education,income,marital_status,household_size,shopping_frequency,current_platforms,categories_purchased,primary_device,monthly_spending_total,fashion_spending,homedecor_spending,wellness_spending,fashion_purchase_freq,homedecor_purchase_freq,wellness_purchase_freq,decision_factors,pain_points,feature_importance_curated_collections,feature_importance_personalized_recommendations,feature_importance_ar_virtual_try-on,feature_importance_live_shopping_video_commerce,feature_importance_subscription_boxes,feature_importance_same-day_next-day_delivery,feature_importance_loyalty_rewards_program,feature_importance_style_lifestyle_content,feature_importance_community_reviews_&_forums,sustainability_importance,sustainability_pay_more,artisan_support,shopping_style,discovery_channels,shopizz_categories_interest,features_likely_to_use,likelihood_to_try,shopizz_monthly_spending,likelihood_to_recommend,will_signup,reason_for_no,loyalty_factors,open_feedback,other_comments,email_capture
RESP_0726,24:24.4,45-54 years,Male,Tier 1 Cities,Homemaker,High School or below,"₹50,001 - ₹75,000",Single,1 (Living alone),Once a month,Myntra|Ajio|FirstCry,Electronics|Books|Wellness - Fitness Equipment|Fashion - Footwear|Groceries|Home Décor - Furniture|Fashion - Accessories|Wellness - Haircare,Equally use multiple devices,"₹1,000 - ₹2,500","₹1 - ₹1,500","₹1,001 - ₹2,500","₹1 - ₹1,000",Every 6 months,Every 6 months,Every 6 months,Product Quality|Price/Discounts|Brand Reputation,Poor customer service|Not enough sustainable/ethical options,Extremely Important,Slightly Important,Moderately Important,Moderately Important,Not Important,Not Important,Slightly Important,Moderately Important,Extremely Important,Extremely important,11-20% more,Very important,Classic & Timeless,"Other|Email Newsletters|Word of Mouth (Friends/Family)|Social Media (Instagram, Facebook, YouTube)",Home Décor - Furniture|Wellness - Fitness Products|Women's Fashion|Footwear|Kids' Fashion|Wellness - Skincare,Loyalty rewards program|Style consultation services,Probably won't try (2),₹0,Definitely not,NO,Don't trust new platforms,N/A,,,Yes
RESP_0727,36:21.4,18-24 years,Female,Metro Cities,Salaried Professional (Private Sector),Professional degree,"₹50,001 - ₹75,000",Single,1 (Living alone),2-3 times a month,Brand Websites directly|Other|Flipkart|Nykaa,Wellness - Skincare|Fashion - Accessories|Electronics|Wellness - Supplements & Vitamins,Tablet,"₹1,000 - ₹2,500","₹1 - ₹1,500",₹0,"₹1,001 - ₹2,000",Quarterly,Never,Monthly,Unique/Exclusive Products|User-friendly Website/App|Sustainable/Eco-friendly Products,Slow delivery|Misleading product descriptions/images|High shipping charges|Other,Extremely Important,Very Important,Moderately Important,Slightly Important,Very Important,Very Important,Very Important,Slightly Important,Not Important,Very important,11-20% more,Extremely important,Budget-conscious,Platform Recommendations|Influencer Recommendations|Word of Mouth (Friends/Family)|Online Ads|Email Newsletters,Wellness - Skincare|Women's Fashion|Western Wear|Wellness - Fitness Products,Personalized style recommendations|Style consultation services|Rent/Trial before purchase|Loyalty rewards program,Probably won't try (2),₹0,Not sure,NO,Already satisfied with current platforms,N/A,,,No
RESP_0728,47:57.4,35-44 years,Prefer not to say,Metro Cities,Salaried Professional (Private Sector),Professional degree,"₹25,000 - ₹50,000",Single,2,Once a week,Amazon|Flipkart|Ajio,Fashion - Footwear|Fashion - Women's Clothing,Smartphone,"₹1,000 - ₹2,500","₹3,001 - ₹5,000",₹0,₹0,Every 6 months,Never,Never,Customer Reviews|Product Quality|Price/Discounts,Misleading product descriptions/images|Poor quality products,Not Important,Slightly Important,Moderately Important,Moderately Important,Moderately Important,Very Important,Very Important,Slightly Important,Very Important,Very important,Up to 5% more,Moderately important,Planned & Researched,Online Ads|Email Newsletters|Search Engines (Google)|Word of Mouth (Friends/Family),Wellness - Fitness Products|Footwear|Home Décor - Furnishings|Home Décor - Kitchen & Dining|Western Wear|Women's Fashion,Personalized style recommendations|Subscription boxes|Style consultation services|Loyalty rewards program,Probably won't try (2),₹0,Probably yes,NO,Price concerns,N/A,,,No
RESP_0729,10:51.4,25-34 years,Female,Metro Cities,Salaried Professional (Private Sector),Postgraduate (Master's degree or higher),"₹50,001 - ₹75,000",Married with children,5 or more,2-3 times a month,Myntra|Flipkart|Meesho|Brand Websites directly|Amazon,Wellness - Haircare|Fashion - Women's Clothing|Home Décor - Furnishings|Home Décor - Wall Art|Electronics|Wellness - Skincare,Smartphone,"₹1,000 - ₹2,500","₹3,001 - ₹5,000","₹1 - ₹1,000","₹1 - ₹1,000",Every 6 months,Once a year,Monthly,User-friendly Website/App|Fast Delivery|Price/Discounts,Payment security concerns|Poor quality products|Lack of Indian/artisan products|Slow delivery,Slightly Important,Extremely Important,Slightly Important,Slightly Important,Not Important,Extremely Important,Moderately Important,Extremely Important,Slightly Important,Slightly important,I wouldn't pay more,Slightly important,Budget-conscious,Platform Recommendations|Influencer Recommendations|Email Newsletters|Other|Word of Mouth (Friends/Family)|Search Engines (Google),Home Décor - Furnishings|Fashion Accessories|Wellness - Supplements|Wellness - Fitness Products|Footwear|Ethnic Wear|Men's Fashion,Personalized style recommendations|Same-day delivery|Custom/personalized products|Subscription boxes|Loyalty rewards program|Rent/Trial before purchase,Probably won't try (2),₹0,Not sure,NO,Price concerns,N/A,,,No
RESP_0730,42:27.4,18-24 years,Female,Tier 1 Cities,Student,Undergraduate (Bachelor's degree),"₹50,001 - ₹75,000",Married without children,2,Once a week,Amazon|Myntra|Instagram Shopping|FirstCry|Urban Ladder|Ajio,Home Décor - Wall Art|Wellness - Haircare|Home Décor - Furnishings|Fashion - Kids' Clothing|Other|Wellness - Skincare|Fashion - Women's Clothing,Smartphone,"₹2,501 - ₹5,000","₹3,001 - ₹5,000","₹1,001 - ₹2,500","₹1 - ₹1,000",Quarterly,Every 6 months,Monthly,Easy Returns/Exchanges|Unique/Exclusive Products|Price/Discounts,Slow delivery|Other|Payment security concerns|Misleading product descriptions/images|Poor customer service,Moderately Important,Extremely Important,Very Important,Moderately Important,Not Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Slightly important,Up to 5% more,Extremely important,Trendy & Fashion-forward,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Online Ads|Platform Recommendations|Fashion/Lifestyle Blogs/Magazines",Wellness - Skincare|Home Décor - Furnishings|Home Décor - Furniture|Home Décor - Kitchen & Dining|Women's Fashion|Footwear|Wellness - Fitness Products,Subscription boxes|Loyalty rewards program|Personalized style recommendations|Live shopping events,Maybe/Not sure (3),"₹501 - ₹1,500",Probably yes,NO,Don't trust new platforms,N/A,,,No
RESP_0731,03:01.4,18-24 years,Male,Tier 2 Cities,Salaried Professional (Private Sector),High School or below,"₹1,00,001 - ₹1,50,000",Single,2,Once a week,FirstCry|Brand Websites directly|Other,Wellness - Fitness Equipment|Fashion - Men's Clothing|Fashion - Footwear|Electronics|Wellness - Aromatherapy|Home Décor - Kitchen & Dining|Fashion - Accessories|Wellness - Yoga & Meditation,Smartphone,"₹2,501 - ₹5,000","₹5,001 - ₹10,000","₹1 - ₹1,000","₹3,501 - ₹5,000",Weekly,Every 6 months,Weekly,Unique/Exclusive Products|Customer Reviews|User-friendly Website/App,Complicated return process|Poor quality products|Too many options (overwhelming),Moderately Important,Very Important,Very Important,Slightly Important,Moderately Important,Extremely Important,Moderately Important,Slightly Important,Very Important,Moderately important,6-10% more,Very important,Budget-conscious,Influencer Recommendations|Platform Recommendations|Email Newsletters|Fashion/Lifestyle Blogs/Magazines|Other,Men's Fashion|Wellness - Fitness Products,Loyalty rewards program|Rent/Trial before purchase|Subscription boxes|Live shopping events|Style consultation services,Maybe/Not sure (3),₹1 - ₹500,Probably yes,NO,Not interested in these product categories,N/A,,,No
RESP_0732,44:38.4,45-54 years,Female,Tier 1 Cities,Retired,High School or below,"₹25,000 - ₹50,000",Married with children,03-Apr,Once a month,Meesho|Ajio|Myntra,Home Décor - Wall Art|Fashion - Women's Clothing|Home Décor - Furnishings|Fashion - Accessories|Wellness - Yoga & Meditation|Groceries|Home Décor - Furniture|Wellness - Haircare,Laptop/Desktop,"₹2,501 - ₹5,000","₹1 - ₹1,500",₹0,"Above ₹5,000",Once a year,Never,Once a year,Customer Reviews|Price/Discounts|Customer Service,Lack of Indian/artisan products|Complicated return process|High shipping charges,Very Important,Very Important,Very Important,Not Important,Slightly Important,Very Important,Moderately Important,Very Important,Very Important,Extremely important,11-20% more,Very important,Classic & Timeless,Influencer Recommendations|Platform Recommendations|Other,Home Décor - Furnishings|Fashion Accessories|Wellness - Supplements|Western Wear|Home Décor - Furniture|Wellness - Skincare,Style consultation services|Personalized style recommendations|Custom/personalized products|Loyalty rewards program,Definitely will try (5),"₹3,001 - ₹5,000",Definitely yes,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Fast & Reliable Delivery,,,Yes
RESP_0733,25:08.4,35-44 years,Female,Metro Cities,Salaried Professional (Government/PSU),Postgraduate (Master's degree or higher),"₹75,001 - ₹1,00,000",Married with children,2,Once a week,Nykaa|Pepperfry|Myntra|Amazon|Ajio,Fashion - Accessories|Fashion - Women's Clothing,Smartphone,"₹5,001 - ₹10,000",₹0,₹0,₹0,Never,Never,Never,Fast Delivery|Customer Reviews|Product Quality,Payment security concerns|Slow delivery|Lack of Indian/artisan products|Poor quality products|Poor customer service,Extremely Important,Very Important,Slightly Important,Extremely Important,Very Important,Moderately Important,Very Important,Moderately Important,Very Important,Slightly important,Up to 5% more,Moderately important,Trendy & Fashion-forward,Search Engines (Google)|Influencer Recommendations|Email Newsletters,Home Décor - Furnishings|Fashion Accessories|Home Décor - Furniture,Loyalty rewards program|Virtual try-on for clothes/décor,Maybe/Not sure (3),₹1 - ₹500,Not sure,NO,Don't trust new platforms,N/A,,,Yes
RESP_0734,50:08.4,25-34 years,Male,Rural Areas,Salaried Professional (Government/PSU),Professional degree,"₹50,001 - ₹75,000",Single,03-Apr,2-3 times a month,Pepperfry|FirstCry|Urban Ladder|Other,Electronics|Books|Fashion - Men's Clothing|Wellness - Fitness Equipment|Wellness - Skincare|Wellness - Aromatherapy|Wellness - Supplements & Vitamins|Fashion - Accessories,Laptop/Desktop,"₹2,501 - ₹5,000","₹3,001 - ₹5,000",₹0,"₹1 - ₹1,000",Every 6 months,Never,Once a year,Product Quality|User-friendly Website/App|Sustainable/Eco-friendly Products,Other|Payment security concerns|Lack of Indian/artisan products|Misleading product descriptions/images|High shipping charges,Slightly Important,Very Important,Very Important,Very Important,Moderately Important,Not Important,Extremely Important,Extremely Important,Very Important,Extremely important,Up to 5% more,Moderately important,Trendy & Fashion-forward,"Influencer Recommendations|Platform Recommendations|Social Media (Instagram, Facebook, YouTube)|Fashion/Lifestyle Blogs/Magazines|Other",Footwear|Men's Fashion,Same-day delivery|Custom/personalized products|Style consultation services|Subscription boxes|Virtual try-on for clothes/décor,Maybe/Not sure (3),₹1 - ₹500,Probably not,NO,Already satisfied with current platforms,N/A,,,No
RESP_0735,56:03.4,25-34 years,Male,Tier 3 Cities/Towns,Salaried Professional (Private Sector),Undergraduate (Bachelor's degree),"₹75,001 - ₹1,00,000",Single,1 (Living alone),2-3 times a month,Flipkart|Nykaa,Wellness - Fitness Equipment|Wellness - Haircare|Fashion - Men's Clothing,Laptop/Desktop,"₹1,000 - ₹2,500","₹3,001 - ₹5,000",₹0,"₹1 - ₹1,000",Monthly,Never,Once a year,Product Quality|User-friendly Website/App|Unique/Exclusive Products,Too many options (overwhelming)|Poor customer service|Complicated return process|Slow delivery|Payment security concerns,Moderately Important,Very Important,Slightly Important,Extremely Important,Very Important,Extremely Important,Very Important,Moderately Important,Very Important,Slightly important,Up to 5% more,Very important,Trendy & Fashion-forward,"Platform Recommendations|Influencer Recommendations|Fashion/Lifestyle Blogs/Magazines|Social Media (Instagram, Facebook, YouTube)|Word of Mouth (Friends/Family)",Home Décor - Furniture|Footwear|Wellness - Haircare|Wellness - Fitness Products,Virtual try-on for clothes/décor|Same-day delivery|Subscription boxes,Probably won't try (2),₹0,Not sure,NO,Other,N/A,,,No
RESP_0736,09:39.4,45-54 years,Female,Tier 2 Cities,Salaried Professional (Government/PSU),High School or below,"₹75,001 - ₹1,00,000",Married with children,03-Apr,Rarely/Never,Myntra,Wellness - Yoga & Meditation,Laptop/Desktop,"Below ₹1,000",₹0,₹0,"₹1 - ₹1,000",Never,Never,Every 6 months,Fast Delivery|Unique/Exclusive Products|Customer Reviews,Poor customer service|Lack of personalization|Lack of Indian/artisan products|Too many options (overwhelming)|Payment security concerns,Slightly Important,Extremely Important,Slightly Important,Very Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Extremely Important,Moderately important,Up to 5% more,Slightly important,Budget-conscious,Platform Recommendations|Search Engines (Google),Home Décor - Furnishings|Fashion Accessories|Home Décor - Kitchen & Dining|Women's Fashion|Footwear|Home Décor - Decorative Items,Style consultation services|Same-day delivery|Rent/Trial before purchase|Virtual try-on for clothes/décor,Maybe/Not sure (3),"₹501 - ₹1,500",Definitely not,NO,Delivery concerns,N/A,,,No
RESP_0737,26:31.4,25-34 years,Male,Rural Areas,Business Owner/Entrepreneur,Undergraduate (Bachelor's degree),"₹75,001 - ₹1,00,000",Married with children,5 or more,2-3 times a month,Ajio|Brand Websites directly|Urban Ladder|Other|Amazon,Books|Fashion - Footwear|Fashion - Men's Clothing|Home Décor - Kitchen & Dining|Wellness - Aromatherapy|Fashion - Kids' Clothing|Wellness - Yoga & Meditation,Laptop/Desktop,"₹5,001 - ₹10,000","₹1,501 - ₹3,000","Above ₹10,000","₹1,001 - ₹2,000",Once a year,Monthly,Monthly,Customer Service|Customer Reviews|Product Variety,Payment security concerns|Not enough sustainable/ethical options|Slow delivery|Lack of personalization|Misleading product descriptions/images,Extremely Important,Very Important,Very Important,Moderately Important,Moderately Important,Slightly Important,Moderately Important,Moderately Important,Moderately Important,Very important,11-20% more,Moderately important,Budget-conscious,Influencer Recommendations|Platform Recommendations|Online Ads|Word of Mouth (Friends/Family)|Other,Footwear|Men's Fashion,Custom/personalized products|Rent/Trial before purchase|Loyalty rewards program|Same-day delivery,Maybe/Not sure (3),"₹501 - ₹1,500",Probably not,NO,Delivery concerns,N/A,,,No
RESP_0738,49:36.4,45-54 years,Male,Tier 1 Cities,Freelancer/Consultant,Undergraduate (Bachelor's degree),"₹25,000 - ₹50,000",Single,1 (Living alone),Multiple times a week,Other|Meesho|Pepperfry|Urban Ladder|Instagram Shopping|Myntra,Books|Wellness - Fitness Equipment|Home Décor - Furniture|Home Décor - Furnishings,Smartphone,"₹1,000 - ₹2,500",₹0,"₹1 - ₹1,000","₹1 - ₹1,000",Never,Every 6 months,Monthly,Price/Discounts|Product Quality|Easy Returns/Exchanges,Not enough sustainable/ethical options|Lack of Indian/artisan products,Extremely Important,Very Important,Slightly Important,Moderately Important,Very Important,Very Important,Extremely Important,Extremely Important,Slightly Important,Very important,More than 20% extra,Moderately important,Classic & Timeless,Influencer Recommendations|Word of Mouth (Friends/Family),Home Décor - Furniture|Footwear|Wellness - Fitness Products|Wellness - Supplements|Men's Fashion|Home Décor - Kitchen & Dining|Western Wear,Rent/Trial before purchase|Same-day delivery|Subscription boxes|Live shopping events,Probably will try (4),"₹501 - ₹1,500",Not sure,YES,N/A,Sustainability Focus|Excellent Customer Service|Fast & Reliable Delivery,,,Yes
RESP_0739,45:19.4,25-34 years,Male,Rural Areas,Freelancer/Consultant,Undergraduate (Bachelor's degree),"Below ₹25,000",Single,2,Multiple times a week,Urban Ladder|Meesho|FirstCry|Nykaa|Myntra|Amazon|Pepperfry,Books|Fashion - Footwear|Fashion - Men's Clothing|Home Décor - Furnishings|Fashion - Accessories|Groceries|Other,Smartphone,"Below ₹1,000","₹3,001 - ₹5,000","₹5,001 - ₹10,000",₹0,Monthly,Quarterly,Never,Price/Discounts|Customer Reviews|Customer Reviews,Misleading product descriptions/images|High shipping charges|Slow delivery|Not enough sustainable/ethical options|Lack of personalization,Moderately Important,Very Important,Not Important,Not Important,Very Important,Very Important,Extremely Important,Extremely Important,Slightly Important,Not important at all,I wouldn't pay more,Very important,Impulsive,Influencer Recommendations|Platform Recommendations|Search Engines (Google),Men's Fashion|Wellness - Fitness Products|Kids' Fashion,Virtual try-on for clothes/décor|Live shopping events|Rent/Trial before purchase|Style consultation services,Probably won't try (2),₹0,Definitely not,NO,Don't trust new platforms,N/A,,,Yes
RESP_0740,50:22.4,25-34 years,Male,Metro Cities,Business Owner/Entrepreneur,Postgraduate (Master's degree or higher),"₹1,00,001 - ₹1,50,000",Married with children,03-Apr,2-3 times a month,Amazon|Nykaa|Other,Fashion - Footwear|Electronics|Fashion - Men's Clothing|Fashion - Women's Clothing|Wellness - Skincare|Wellness - Supplements & Vitamins,Laptop/Desktop,"₹1,000 - ₹2,500","₹1,501 - ₹3,000",₹0,"₹1,001 - ₹2,000",Quarterly,Never,Every 6 months,Customer Service|Customer Reviews|Unique/Exclusive Products,High shipping charges|Complicated return process|Slow delivery|Lack of Indian/artisan products,Slightly Important,Very Important,Slightly Important,Slightly Important,Very Important,Very Important,Moderately Important,Very Important,Moderately Important,Moderately important,I wouldn't pay more,Very important,Trendy & Fashion-forward,"Influencer Recommendations|Social Media (Instagram, Facebook, YouTube)|Online Ads|Word of Mouth (Friends/Family)",Footwear|Men's Fashion|Women's Fashion|Wellness - Skincare|Home Décor - Furniture|Home Décor - Furnishings,Same-day delivery|Subscription boxes|Virtual try-on for clothes/décor,Definitely won't try (1),₹0,Definitely not,NO,Price concerns,N/A,,,No
RESP_0741,13:02.4,25-34 years,Female,Tier 1 Cities,Homemaker,Postgraduate (Master's degree or higher),"₹75,001 - ₹1,00,000",Single,2,2-3 times a month,Urban Ladder|Meesho|Instagram Shopping|Ajio|Myntra,Wellness - Haircare|Fashion - Women's Clothing|Home Décor - Wall Art|Fashion - Kids' Clothing|Wellness - Fitness Equipment|Home Décor - Kitchen & Dining,Smartphone,"₹1,000 - ₹2,500","₹1 - ₹1,500",₹0,"₹1 - ₹1,000",Every 6 months,Never,Quarterly,Product Variety|Customer Reviews|Sustainable/Eco-friendly Products,High shipping charges|Not enough sustainable/ethical options|Payment security concerns,Very Important,Very Important,Very Important,Slightly Important,Extremely Important,Very Important,Moderately Important,Slightly Important,Very Important,Moderately important,Up to 5% more,Extremely important,Planned & Researched,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Search Engines (Google)|Email Newsletters|Online Ads|Word of Mouth (Friends/Family)",Fashion Accessories|Women's Fashion|Western Wear|Ethnic Wear|Wellness - Skincare,Virtual try-on for clothes/décor|Custom/personalized products|Same-day delivery,Definitely will try (5),"₹501 - ₹1,500",Probably yes,YES,N/A,Supporting Indian Artisans|Quality Products|Fast & Reliable Delivery,,,Yes
RESP_0742,38:41.4,25-34 years,Female,Metro Cities,Freelancer/Consultant,High School or below,"₹75,001 - ₹1,00,000",Single,1 (Living alone),2-3 times a month,Ajio|Brand Websites directly,Wellness - Haircare|Wellness - Skincare|Fashion - Women's Clothing|Home Décor - Furnishings|Groceries|Home Décor - Lighting|Home Décor - Wall Art|Wellness - Supplements & Vitamins,Smartphone,"₹5,001 - ₹10,000","₹5,001 - ₹10,000","₹1,001 - ₹2,500","₹2,001 - ₹3,500",Quarterly,Monthly,Weekly,Easy Returns/Exchanges|Customer Service|Price/Discounts,Lack of Indian/artisan products|Not enough sustainable/ethical options,Very Important,Slightly Important,Slightly Important,Very Important,Slightly Important,Extremely Important,Very Important,Moderately Important,Not Important,Extremely important,Up to 5% more,Very important,Premium Quality,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Other|Search Engines (Google)",Home Décor - Furnishings|Women's Fashion|Wellness - Fitness Products|Wellness - Haircare|Ethnic Wear|Western Wear|Home Décor - Furniture,Custom/personalized products|Same-day delivery|Personalized style recommendations|Subscription boxes,Maybe/Not sure (3),"₹501 - ₹1,500",Not sure,NO,Other,N/A,,,Yes
RESP_0743,40:08.4,35-44 years,Female,Metro Cities,Freelancer/Consultant,High School or below,"₹1,50,001 - ₹2,00,000",Married with children,5 or more,2-3 times a month,Nykaa|Urban Ladder|Amazon,Fashion - Women's Clothing|Fashion - Accessories|Home Décor - Wall Art|Home Décor - Furnishings|Books|Wellness - Supplements & Vitamins|Wellness - Haircare|Home Décor - Lighting,Equally use multiple devices,"₹2,501 - ₹5,000","₹5,001 - ₹10,000","₹1 - ₹1,000","₹1,001 - ₹2,000",Quarterly,Quarterly,Quarterly,Brand Reputation|Customer Reviews|Price/Discounts,Lack of Indian/artisan products|Poor quality products|Payment security concerns,Moderately Important,Moderately Important,Moderately Important,Slightly Important,Moderately Important,Extremely Important,Extremely Important,Extremely Important,Slightly Important,Slightly important,I wouldn't pay more,Extremely important,Trendy & Fashion-forward,Fashion/Lifestyle Blogs/Magazines|Online Ads|Influencer Recommendations,Wellness - Skincare|Women's Fashion|Ethnic Wear|Home Décor - Decorative Items,Loyalty rewards program|Rent/Trial before purchase|Personalized style recommendations,Maybe/Not sure (3),₹1 - ₹500,Not sure,YES,N/A,Supporting Indian Artisans|Excellent Customer Service|Exclusive Products,,,Yes
RESP_0744,00:31.4,25-34 years,Male,Metro Cities,Salaried Professional (Private Sector),Professional degree,"Above ₹2,00,000",Married with children,03-Apr,Multiple times a week,Instagram Shopping|FirstCry|Meesho|Myntra,Wellness - Fitness Equipment|Home Décor - Furnishings,Laptop/Desktop,"₹5,001 - ₹10,000",₹0,"₹2,501 - ₹5,000","₹2,001 - ₹3,500",Never,Every 6 months,Every 6 months,Brand Reputation|Product Quality|Customer Service,High shipping charges|Not enough sustainable/ethical options,Extremely Important,Slightly Important,Moderately Important,Extremely Important,Extremely Important,Moderately Important,Very Important,Very Important,Slightly Important,Not important at all,I wouldn't pay more,Very important,Planned & Researched,Influencer Recommendations|Platform Recommendations|Search Engines (Google),Wellness - Fitness Products|Men's Fashion|Wellness - Supplements,Live shopping events|Personalized style recommendations|Virtual try-on for clothes/décor,Maybe/Not sure (3),₹1 - ₹500,Probably not,YES,N/A,Supporting Indian Artisans|Excellent Customer Service|Personalized Experience,,,Yes
RESP_0745,58:48.4,25-34 years,Male,Tier 2 Cities,Salaried Professional (Private Sector),Undergraduate (Bachelor's degree),"₹25,000 - ₹50,000",Married without children,2,2-3 times a month,Ajio|Instagram Shopping|Meesho,Fashion - Men's Clothing|Books|Home Décor - Kitchen & Dining|Wellness - Aromatherapy,Smartphone,"₹1,000 - ₹2,500","₹1,501 - ₹3,000","₹2,501 - ₹5,000","₹1 - ₹1,000",Quarterly,Every 6 months,Every 6 months,Price/Discounts|Customer Reviews|Customer Service,Lack of personalization|High shipping charges|Too many options (overwhelming)|Payment security concerns,Extremely Important,Moderately Important,Very Important,Moderately Important,Not Important,Extremely Important,Very Important,Very Important,Very Important,Very important,Price doesn't matter if sustainable,Very important,Budget-conscious,"Social Media (Instagram, Facebook, YouTube)|Platform Recommendations|Email Newsletters|Influencer Recommendations|Other|Fashion/Lifestyle Blogs/Magazines",Home Décor - Furniture|Footwear|Home Décor - Furnishings,Virtual try-on for clothes/décor|Loyalty rewards program|Same-day delivery|Rent/Trial before purchase|Style consultation services,Maybe/Not sure (3),"₹501 - ₹1,500",Not sure,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Rewards/Loyalty Program,,,Yes
RESP_0746,09:44.4,45-54 years,Female,Tier 2 Cities,Salaried Professional (Private Sector),High School or below,"₹75,001 - ₹1,00,000",Other,03-Apr,2-3 times a month,Instagram Shopping|Amazon|Meesho|Myntra,Fashion - Accessories|Home Décor - Wall Art,Laptop/Desktop,"₹2,501 - ₹5,000","₹1 - ₹1,500",₹0,₹0,Monthly,Never,Never,Fast Delivery|Customer Reviews|User-friendly Website/App,Other|Payment security concerns|High shipping charges|Poor quality products|Not enough sustainable/ethical options,Very Important,Moderately Important,Very Important,Very Important,Not Important,Extremely Important,Extremely Important,Moderately Important,Slightly Important,Moderately important,Up to 5% more,Not important at all,Budget-conscious,Other|Fashion/Lifestyle Blogs/Magazines|Influencer Recommendations,Fashion Accessories|Home Décor - Furnishings|Kids' Fashion|Home Décor - Decorative Items|Wellness - Supplements|Ethnic Wear,Live shopping events|Subscription boxes|Style consultation services,Probably will try (4),₹1 - ₹500,Definitely yes,YES,N/A,Rewards/Loyalty Program|Quality Products|Excellent Customer Service,,,Yes
RESP_0747,09:46.4,25-34 years,Male,Tier 2 Cities,Business Owner/Entrepreneur,Undergraduate (Bachelor's degree),"₹1,00,001 - ₹1,50,000",Married with children,03-Apr,Once a week,Ajio|Pepperfry|Urban Ladder|Nykaa|Myntra|Other|Amazon,Electronics|Home Décor - Lighting|Fashion - Kids' Clothing,Laptop/Desktop,"₹10,001 - ₹20,000","₹1,501 - ₹3,000","₹5,001 - ₹10,000",₹0,Monthly,Every 6 months,Never,User-friendly Website/App|Customer Service|Customer Reviews,Lack of personalization|Slow delivery|Complicated return process|Other,Very Important,Extremely Important,Moderately Important,Not Important,Slightly Important,Very Important,Extremely Important,Moderately Important,Slightly Important,Extremely important,6-10% more,Slightly important,Classic & Timeless,"Social Media (Instagram, Facebook, YouTube)|Platform Recommendations|Word of Mouth (Friends/Family)|Email Newsletters",Footwear|Men's Fashion|Wellness - Supplements|Home Décor - Kitchen & Dining|Home Décor - Furniture|Ethnic Wear,Loyalty rewards program|Virtual try-on for clothes/décor|Custom/personalized products|Style consultation services|Personalized style recommendations,Maybe/Not sure (3),"₹3,001 - ₹5,000",Probably not,YES,N/A,Sustainability Focus|Rewards/Loyalty Program|Fast & Reliable Delivery,,,No
RESP_0748,24:53.4,25-34 years,Male,Metro Cities,Salaried Professional (Private Sector),High School or below,"Above ₹2,00,000",Single,03-Apr,Once a week,Amazon|Ajio|Instagram Shopping,Fashion - Men's Clothing|Books|Fashion - Footwear|Wellness - Yoga & Meditation|Fashion - Women's Clothing|Wellness - Haircare|Wellness - Aromatherapy,Smartphone,"₹20,001 - ₹50,000","₹5,001 - ₹10,000",₹0,"₹3,501 - ₹5,000",Monthly,Never,Quarterly,Product Quality|Brand Reputation|Customer Service,Payment security concerns|Misleading product descriptions/images|Lack of Indian/artisan products|Slow delivery,Moderately Important,Very Important,Slightly Important,Slightly Important,Very Important,Very Important,Moderately Important,Moderately Important,Very Important,Extremely important,6-10% more,Very important,Premium Quality,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Online Ads|Word of Mouth (Friends/Family)|Email Newsletters|Other",Footwear|Men's Fashion,Rent/Trial before purchase|Personalized style recommendations|Subscription boxes|Virtual try-on for clothes/décor|Same-day delivery,Probably will try (4),"₹3,001 - ₹5,000",Probably yes,NO,Not interested in these product categories,N/A,,,No
RESP_0749,35:51.4,45-54 years,Female,Tier 3 Cities/Towns,Salaried Professional (Government/PSU),Undergraduate (Bachelor's degree),"Above ₹2,00,000",Other,2,Once a week,Amazon|Urban Ladder|Pepperfry|Other,Wellness - Skincare|Home Décor - Wall Art|Fashion - Accessories|Fashion - Footwear|Groceries|Other|Home Décor - Furnishings,Smartphone,"₹5,001 - ₹10,000","₹1,501 - ₹3,000","₹1 - ₹1,000","₹3,501 - ₹5,000",Monthly,Every 6 months,Quarterly,Product Quality|Unique/Exclusive Products|Product Variety,Too many options (overwhelming)|High shipping charges|Lack of personalization,Very Important,Very Important,Slightly Important,Extremely Important,Moderately Important,Moderately Important,Extremely Important,Very Important,Very Important,Moderately important,I wouldn't pay more,Moderately important,Premium Quality,Online Ads|Search Engines (Google)|Word of Mouth (Friends/Family)|Other,Fashion Accessories|Women's Fashion|Wellness - Skincare|Kids' Fashion|Footwear|Men's Fashion|Wellness - Supplements,Subscription boxes|Live shopping events|Loyalty rewards program,Definitely will try (5),"Above ₹20,000",Not sure,NO,Price concerns,N/A,,,No
